Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripciﾌ_ dia setmana,Dia setmana,Descripciﾌ_ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripciﾌ_ causa vianant,tipus de vehicle,Descripciﾌ_ model,Descripciﾌ_ marca,Descripciﾌ_ color,Descripciﾌ_ carnet,Antiguitat carnet,Coordenada UTM (X),Coordenada UTM (Y), Longitud, Latitut
2016S005825    ,2,Eixample,10,Sant Antoni,127704,Floridablanca,0154 0154,Dilluns,Dl,Laboral,2016,7,Juliol,25,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430121,64","4581690,36",2.163148,41.381856
2016S006692    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0099 0099,Divendres,Dv,Laboral,2016,9,Setembre,2,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,MONTY,Verd,Desconegut,Desconegut,"430136,22","4580906,08",2.163418,41.374796
2016S005355    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0080 0080,Divendres,Dv,Laboral,2016,7,Juliol,8,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430137,13","4583034,48",2.163184,41.393963
2016S009522    ,2,Eixample,10,Sant Antoni,349207,Universitat,0001 0001,Dilluns,Dl,Laboral,2016,12,Desembre,12,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"430137,64","4582066,06",2.163296,41.385244
2016S001406    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rossellﾌ_,0281B0281B,Dimarts,Dm,Laboral,2016,2,Febrer,23,7,No ﾌｩs causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Desconegut,Desconegut,"430140,09","4583466,03",2.16317,41.397854
2016S000167    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provenﾌ､a,0308 0308,Divendres,Dv,Laboral,2016,1,Gener,8,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"430150,53","4583258,57",2.163314,41.395981
2016S009421    ,1,Ciutat Vella,1,el Raval,296508,Sant Antoni,0060 0060,Dimecres,Dc,Laboral,2016,12,Desembre,7,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430169,57","4581701,9",2.163721,41.381959
2016S001495    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragﾌ_,0255 0255,Dijous,Dj,Laboral,2016,2,Febrer,25,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"430182,35","4582762,91",2.163754,41.391517
2016S010035    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0055 0057,Dimecres,Dc,Laboral,2016,12,Desembre,28,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430194,54","4582877,89",2.163884,41.392553
2016S001692    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0359B0361,Dijous,Dj,Laboral,2016,3,Marﾌ､,3,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430196,72","4583413,35",2.163846,41.397381
2016S006412    ,2,Eixample,10,Sant Antoni,308709,Sant Pau,0059 0059,Diumenge,Dg,Laboral,2016,8,Agost,21,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430221,99","4581206,32",2.1644,41.377506
2016S008908    ,2,Eixample,7,la Dreta de l'Eixample,349207,Universitat,0012 0012,Dissabte,Ds,Laboral,2016,11,Novembre,19,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430249,34","4582174,58",2.164623,41.386227
2016S005569    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0239 0247,Divendres,Dv,Laboral,2016,7,Juliol,15,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"430254,63","4582452,42",2.164651,41.388731
2016S005598    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0239 0247,Divendres,Dv,Laboral,2016,7,Juliol,15,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430254,63","4582452,42",2.164651,41.388731
2016S005485    ,2,Eixample,7,la Dreta de l'Eixample,349207,Universitat,0011 0011,Dimarts,Dm,Laboral,2016,7,Juliol,12,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430256,31","4582167,67",2.164708,41.386164
2016S007312    ,2,Eixample,10,Sant Antoni,198804,Paral裔lel,0100 0100,Dilluns,Dl,Laboral,2016,9,Setembre,26,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430266,5","4580945,92",2.164968,41.375159
2016S002397    ,2,Eixample,10,Sant Antoni,308709,Sant Pau,0041 0041,Dimecres,Dc,Laboral,2016,3,Marﾌ､,30,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"430275,85","4581150,93",2.165052,41.377006
2016S002397    ,2,Eixample,10,Sant Antoni,308709,Sant Pau,0041 0041,Dimecres,Dc,Laboral,2016,3,Marﾌ､,30,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Gris,Desconegut,Desconegut,"430275,85","4581150,93",2.165052,41.377006
2016S008987    ,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0139 0139,Dimarts,Dm,Laboral,2016,11,Novembre,22,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430292,71","4583436,46",2.164992,41.397597
2016S007528    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llﾌｼria,0102 0102,Dimarts,Dm,Laboral,2016,10,Octubre,4,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430306,2","4583267,78",2.165179,41.396076
2016S000616    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0087 0087,Dilluns,Dl,Laboral,2016,1,Gener,25,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430315,86","4580903,65",2.165559,41.374785
2016S007179    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0031 0031,Dimecres,Dc,Laboral,2016,9,Setembre,21,7,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"430316,07","4582532,79",2.165383,41.389457
2016S000210    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0587 0589,Dilluns,Dl,Laboral,2016,1,Gener,11,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"430335,9","4582344,58",2.165632,41.387765
2016S006615    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragﾌ_,0273 0273,Dimecres,Dc,Laboral,2016,8,Agost,31,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"430344,87","4582922,64",2.165673,41.392972
2016S007462    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0606 0606,Dissabte,Ds,Laboral,2016,10,Octubre,1,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"430347,9","4582275,11",2.165783,41.387145
2016S003367    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0608 0608,Dimarts,Dm,Laboral,2016,5,Maig,3,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"430355,38","4582291,62",2.165877,41.387289
2016S003796    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0033 0033,Dimecres,Dc,Laboral,2016,5,Maig,18,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"430363,96","4582692,06",2.165927,41.390902
2016S007680    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0044 0044,Diumenge,Dg,Laboral,2016,10,Octubre,9,3,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"430368,07","4582782,86",2.165976,41.391713
2016S007779    ,3,Sants-Montjuﾌ,11,el Poble Sec,294207,Salvﾌﾊ,0020 0020,Dijous,Dj,Laboral,2016,10,Octubre,13,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430374,74","4580822,03",2.166273,41.37406
2016S008693    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llﾌｼria,0087 0087,Dissabte,Ds,Laboral,2016,11,Novembre,12,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430377,3","4583159,08",2.16604,41.395109
2016S002611    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0259 0259,Dimecres,Dc,Laboral,2016,4,Abril,6,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430395,63","4582591,38",2.166321,41.389995
2016S010080    ,2,Eixample,10,Sant Antoni,7702,Aldana,0014 0014,Dijous,Dj,Laboral,2016,12,Desembre,15,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430400,82","4581015,1",2.166562,41.375801
2016S007506    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0265 0265,Dilluns,Dl,Laboral,2016,10,Octubre,3,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,BTWIN,Violeta,Desconegut,Desconegut,"430410,59","4582606,09",2.166499,41.390131
2016S003820    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0603 0603,Dimecres,Dc,Laboral,2016,5,Maig,18,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430451,2","4582460,28",2.167006,41.38882
2016S005409    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0603 0603,Diumenge,Dg,Laboral,2016,7,Juliol,10,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"430451,2","4582460,28",2.167006,41.38882
2016S004345    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0077X0077X,Dissabte,Ds,Laboral,2016,6,Juny,4,8,Altres,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"430458,7","4580909,41",2.167268,41.374851
2016S005154    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0077X0077X,Divendres,Dv,Laboral,2016,7,Juliol,1,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430458,7","4580909,41",2.167268,41.374851
2016S005969    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0324 0324,Divendres,Dv,Laboral,2016,7,Juliol,29,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430478,42","4582829,51",2.167286,41.392146
2016S004235    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0017 0017,Dimecres,Dc,Laboral,2016,6,Juny,1,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"430479,23","4582566,28",2.167329,41.389777
2016S003020    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0326 0326,Dijous,Dj,Laboral,2016,4,Abril,7,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Vermell,Desconegut,Desconegut,"430485,1",4582836,2.167369,41.392209
2016S000492    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0626 0626,Dijous,Dj,Laboral,2016,1,Gener,21,6,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430492,56","4582426,14",2.1675,41.388517
2016S007519    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0127 0127,Dimarts,Dm,Laboral,2016,10,Octubre,18,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430497,82","4583772,92",2.167405,41.400641
2016S004911    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0005 0005,Dimecres,Dc,Laboral,2016,6,Juny,22,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"430521,37","4582329,25",2.167858,41.387646
2016S007121    ,3,Sants-Montjuﾌ,11,el Poble Sec,86902,Nou de la Rambla,0136 0136,Dilluns,Dl,Laboral,2016,9,Setembre,19,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"430527,72","4580731,21",2.168113,41.373254
2016S003783    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0115 0115,Dimarts,Dm,Laboral,2016,5,Maig,17,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blanc,Desconegut,Desconegut,"430528,38","4582812,68",2.167886,41.391997
2016S008631    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0632 0632,Dijous,Dj,Laboral,2016,11,Novembre,10,23,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430531,06","4582463,45",2.167962,41.388854
2016S008257    ,2,Eixample,7,la Dreta de l'Eixample,278459,Reina Victﾌ_ria,9998 9998,Dissabte,Ds,Laboral,2016,10,Octubre,29,4,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"430534,35","4582492,24",2.167995,41.389115
2016S006196    ,3,Sants-Montjuﾌ,11,el Poble Sec,361009,Vila i Vilﾌﾊ,0085 0085,Dilluns,Dl,Laboral,2016,8,Agost,8,0,Altres,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430540,49","4580842,66",2.168256,41.374255
2016S009758    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9999 9999,Dilluns,Dl,Laboral,2016,12,Desembre,19,5,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430558,51","4582516,07",2.168279,41.389334
2016S001866    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0285 0285,Dimarts,Dm,Laboral,2016,3,Marﾌ､,8,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"430562,81","4582755,83",2.1683,41.391487
2016S006815    ,2,Eixample,7,la Dreta de l'Eixample,350308,Valﾌｬncia,0321 0321,Dimecres,Dc,Laboral,2016,9,Setembre,7,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430568,88","4583323,08",2.168306,41.396603
2016S002443    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0340 0340,Dijous,Dj,Laboral,2016,3,Marﾌ､,31,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blau,Desconegut,Desconegut,"430577,72","4582926,55",2.168459,41.393028
2016S003697    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0611 0611,Dissabte,Ds,Laboral,2016,5,Maig,14,5,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"430580,09","4582584,02",2.168534,41.389948
2016S007853    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0611 0611,Dissabte,Ds,Laboral,2016,10,Octubre,15,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430580,09","4582584,02",2.168534,41.389948
2016S001873    ,2,Eixample,7,la Dreta de l'Eixample,31300,Bailﾌｬn,0131 0131,Dimarts,Dm,Laboral,2016,3,Marﾌ､,8,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430580,47","4583525,22",2.168427,41.398423
2016S002767    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0111 0111,Dimarts,Dm,Laboral,2016,4,Abril,12,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,9,"430599,35","4583674,98",2.168637,41.399767
2016S002767    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0111 0111,Dimarts,Dm,Laboral,2016,4,Abril,12,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430599,35","4583674,98",2.168637,41.399767
2016S008660    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0111 0111,Divendres,Dv,Laboral,2016,11,Novembre,11,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,PEUGEOT,granate,Desconegut,Desconegut,"430599,35","4583674,98",2.168637,41.399767
2016S006872    ,3,Sants-Montjuﾌ,11,el Poble Sec,218606,Montjuﾌ,0050 0050,Divendres,Dv,Laboral,2016,9,Setembre,9,23,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"430601,64","4580566,21",2.169017,41.371774
2016S008851    ,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya,0009 0009,Dijous,Dj,Laboral,2016,11,Novembre,17,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"430605,57","4582330,54",2.168863,41.387662
2016S008312    ,1,Ciutat Vella,1,el Raval,701367,Raval,0015B0015B,Dilluns,Dl,Laboral,2016,10,Octubre,31,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"430628,9","4581387,1",2.169246,41.379171
2016S002065    ,1,Ciutat Vella,1,el Raval,701367,Raval,0015B0015B,Dimarts,Dm,Laboral,2016,3,Marﾌ､,15,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BH,Negre/Groc,Desconegut,Desconegut,"430628,9","4581387,1",2.169246,41.379171
2016S002378    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provenﾌ､a,0370 0370,Dimarts,Dm,Laboral,2016,3,Marﾌ､,29,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430633,59","4583728,57",2.169037,41.400256
2016S009184    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provenﾌ､a,0370 0370,Dimarts,Dm,Laboral,2016,11,Novembre,29,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430633,59","4583728,57",2.169037,41.400256
2016S009708    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaciﾌ_,0297 0297,Dissabte,Ds,Laboral,2016,12,Desembre,17,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"430643,87","4582834,85",2.169259,41.392205
2016S008098    ,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya,0001 0004,Dilluns,Dl,Laboral,2016,10,Octubre,24,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430648,25","4582146,83",2.169398,41.386009
2016S007305    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragﾌ_,0317 0317,Diumenge,Dg,Laboral,2016,9,Setembre,25,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430660,12","4583230,85",2.169417,41.395773
2016S004459    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0356 0356,Dimecres,Dc,Laboral,2016,6,Juny,8,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"430675,43","4583021,97",2.169621,41.393892
2016S001405    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragﾌ_,0330 0332,Dimarts,Dm,Laboral,2016,2,Febrer,23,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430678,26","4583204,74",2.169636,41.395541
2016S008883    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragﾌ_,0330 0332,Divendres,Dv,Laboral,2016,11,Novembre,18,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Vermell,Desconegut,Desconegut,"430678,26","4583204,74",2.169636,41.395541
2016S007745    ,1,Ciutat Vella,1,el Raval,127806,Floristes de la Rambla,0011X0011X,Dimarts,Dm,Laboral,2016,10,Octubre,11,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"430678,28","4581688,48",2.169809,41.381886
2016S000195    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0102 0102,Dissabte,Ds,Laboral,2016,1,Gener,9,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430678,77","4583667,47",2.169582,41.399711
2016S006915    ,1,Ciutat Vella,1,el Raval,275450,Raquel Meller,9999 9999,Diumenge,Dg,Laboral,2016,9,Setembre,11,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430685,26","4580940,48",2.169979,41.37515
2016S009246    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0327 0327,Dijous,Dj,Laboral,2016,12,Desembre,1,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430690,56","4583570,16",2.169737,41.398838
2016S002691    ,2,Eixample,7,la Dreta de l'Eixample,350308,Valﾌｬncia,0343 0343,Dissabte,Ds,Laboral,2016,4,Abril,9,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430706,01","4583457,11",2.169941,41.397822
2016S009426    ,2,Eixample,7,la Dreta de l'Eixample,148307,Grﾌﾊcia,0002 0004,Dimecres,Dc,Laboral,2016,12,Desembre,7,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430711,98","4582406,03",2.170122,41.388356
2016S006251    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0057 0061,Dijous,Dj,Laboral,2016,8,Agost,11,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"430712,99","4580895,71",2.170306,41.374747
2016S007991    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,74404,Catalunya,0023 0023,Dijous,Dj,Laboral,2016,10,Octubre,20,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"430730,7","4582093,28",2.170385,41.385539
2016S001710    ,2,Eixample,7,la Dreta de l'Eixample,31300,Bailﾌｬn,0095 0097,Dijous,Dj,Laboral,2016,3,Marﾌ､,3,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430747,19","4583354,56",2.170444,41.396897
2016S001710    ,2,Eixample,7,la Dreta de l'Eixample,31300,Bailﾌｬn,0095 0097,Dijous,Dj,Laboral,2016,3,Marﾌ､,3,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"430747,19","4583354,56",2.170444,41.396897
2016S004237    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,34308,Rambla,0138 0138,Dimecres,Dc,Laboral,2016,6,Juny,1,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430749,35","4582045,57",2.170617,41.385108
2016S004274    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,34308,Rambla,0134 0134,Dijous,Dj,Laboral,2016,6,Juny,2,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430764,82","4582013,16",2.1708,41.384821
2016S009863    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0325 0325,Dimarts,Dm,Laboral,2016,12,Desembre,20,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"430765,91","4583594,71",2.170631,41.399061
2016S000881    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0072 0072,Dimecres,Dc,Laboral,2016,2,Febrer,3,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"430772,87","4583168,17",2.170764,41.395224
