Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S003163,2,Eixample,10,Sant Antoni,198804,Paral·lel,0140 0140,Diumenge,Dg,Laboral,2015,4,Abril,26,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,B,5,"4580952,22","429820,29"
2015S007190,2,Eixample,10,Sant Antoni,349207,Universitat,0004 0004,Dijous,Dj,Laboral,2015,9,Setembre,24,19,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4582033,52","430169,66"
2015S006245,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0009 0009,Diumenge,Dg,Laboral,2015,8,Agost,16,19,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4581505,34","428715,61"
2015S002530,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0094 0098,Dissabte,Ds,Laboral,2015,4,Abril,4,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582339,51","429022,61"
2015S004826,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0118 0120,Dilluns,Dl,Laboral,2015,6,Juny,22,14,No és causa del  vianant,Bicicleta,Desconegut,DAHON,Gris,Desconegut,Desconegut,"4582536,02","429522,30"
2015S008202,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0380 0380,Dissabte,Ds,Laboral,2015,10,Octubre,31,21,No és causa del  vianant,Bicicleta,Aqua,ORBEA,Negre,Desconegut,Desconegut,"4583600,45","430617,38"
2015S004653,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0144 0144,Dimecres,Dc,Laboral,2015,6,Juny,17,0,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4583397,38","430361,49"
2015S006967,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0296 0296,Dimecres,Dc,Laboral,2015,9,Setembre,16,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583721,73","430434,81"
2015S006543,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0363 0363,Dilluns,Dl,Laboral,2015,8,Agost,31,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583841,49","430715,36"
2015S009771,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0056 0056,Dimarts,Dm,Laboral,2015,12,Desembre,22,21,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"4583285,07","431053,22"
2015S004775,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0056 0056,Dissabte,Ds,Laboral,2015,6,Juny,20,13,No és causa del  vianant,Bicicleta,Desconegut,BH,Taronja,Desconegut,Desconegut,"4583285,07","431053,22"
2015S000618,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0029 0029,Diumenge,Dg,Laboral,2015,1,Gener,25,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583198,42","431165,91"
2015S009813,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0338 0338,Dijous,Dj,Laboral,2015,12,Desembre,24,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583260,36","430735,00"
2015S004906,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0047 0047,Dijous,Dj,Laboral,2015,6,Juny,25,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582968,96","430937,05"
2015S006296,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0370 0372,Dimecres,Dc,Laboral,2015,8,Agost,19,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583111,61","430766,81"
2015S002864,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0165 0165,Divendres,Dv,Laboral,2015,4,Abril,17,9,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Desconegut,Desconegut,Desconegut,"4583192,56","430157,65"
2015S008272,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0294 0294,Dimarts,Dm,Laboral,2015,11,Novembre,3,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582572,73","430216,28"
2015S007342,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0424 0424,Dimecres,Dc,Laboral,2015,9,Setembre,30,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583424,39","430070,86"
2015S005402,2,Eixample,6,la Sagrada Família,292201,Sagrada Família,0001 0001,Dilluns,Dl,Laboral,2015,7,Juliol,13,17,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4583912,52","430950,17"
2015S009006,2,Eixample,6,la Sagrada Família,268003,Provença,0383 0383,Divendres,Dv,Laboral,2015,11,Novembre,27,15,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Groc,Desconegut,Desconegut,"4583932,90","430809,36"
2015S001719,2,Eixample,6,la Sagrada Família,268003,Provença,0383 0383,Dijous,Dj,Laboral,2015,3,Març,5,19,Desobeir el senyal del semàfor,Bicicleta,Desconegut,PEUGEOT,Gris,Desconegut,Desconegut,"4583932,90","430809,36"
2015S001020,2,Eixample,6,la Sagrada Família,76807,Sardenya,0288 0288,Dimarts,Dm,Laboral,2015,2,Febrer,10,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583873,46","431205,49"
2015S001282,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0818 0818,Dijous,Dj,Laboral,2015,2,Febrer,19,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583793,84","431890,43"
2015S000937,2,Eixample,5,el Fort Pienc,325005,Sicília,0208 0208,Divendres,Dv,Laboral,2015,2,Febrer,6,13,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583451,87","431430,36"
2015S005475,3,Sants-Montjuïc,11,el Poble Sec,330504,Tapioles,0010 0010,Dijous,Dj,Laboral,2015,7,Juliol,16,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4580835,33","430240,53"
2015S000998,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701491,Transversal 11,0007 0007,Dilluns,Dl,Laboral,2015,2,Febrer,9,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4575851,86","426029,48"
2015S003226,3,Sants-Montjuïc,14,la Font de la Guatlla,191601,Mandoni,0000 0000,Dimarts,Dm,Laboral,2015,4,Abril,28,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4580300,39","428393,80"
2015S007035,3,Sants-Montjuïc,15,Hostafrancs,246703,Rector Triadó,0046U0046U,Divendres,Dv,Laboral,2015,9,Setembre,18,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581189,99","428517,13"
2015S003846,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0295I0301I,Dimarts,Dm,Laboral,2015,5,Maig,19,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4580660,59","428571,84"
2015S006173,3,Sants-Montjuïc,18,Sants,312400,Sants,0140 0140,Dimecres,Dc,Laboral,2015,8,Agost,12,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4581012,87","427681,72"
2015S000015,4,Les Corts,19,les Corts,166659,Joaquim Ruyra,0000 0000,Divendres,Dv,Laboral,2015,1,Gener,2,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582596,15","428116,65"
2015S007393,4,Les Corts,19,les Corts,330708,Taquígraf Garriga,0141 0141,Divendres,Dv,Laboral,2015,10,Octubre,2,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582584,68","428076,83"
2015S003263,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0255 0255,Dimecres,Dc,Laboral,2015,4,Abril,29,18,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blau,Desconegut,Desconegut,"4583468,58","427645,35"
2015S006890,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,167550,Joan Llongueras,0001 0001,Dilluns,Dl,Laboral,2015,9,Setembre,14,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582894,44","428193,69"
2015S007780,5,Sarrià-Sant Gervasi,24,les Tres Torres,16204,Àngel Guimerà,0029 0029,Divendres,Dv,Laboral,2015,10,Octubre,16,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583344,15","427559,38"
2015S003277,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova,0010B0010B,Dijous,Dj,Laboral,2015,4,Abril,30,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4584374,32","427521,41"
2015S004883,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",90400,Alberes,0051 0051,Dimecres,Dc,Laboral,2015,6,Juny,24,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585386,42","425542,96"
2015S004156,6,Gràcia,31,la Vila de Gràcia,318000,Santa Perpètua,0020 0020,Divendres,Dv,Laboral,2015,5,Maig,29,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584568,91","429232,55"
2015S009154,6,Gràcia,31,la Vila de Gràcia,51103,Bonavista,0017 0017,Dimecres,Dc,Laboral,2015,12,Desembre,2,13,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4583521,64","429848,43"
2015S006627,6,Gràcia,31,la Vila de Gràcia,203100,Maspons,0006 0006,Dijous,Dj,Laboral,2015,9,Setembre,3,6,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583821,23","429560,48"
2015S009461,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,0152 0152,Dissabte,Ds,Laboral,2015,12,Desembre,12,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583945,14","430407,72"
2015S006241,7,Horta-Guinardó,39,Sant Genís dels Agudells,141400,Garriguella,0023 0023,Diumenge,Dg,Laboral,2015,8,Agost,16,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4586215,20","427444,58"
2015S008999,7,Horta-Guinardó,43,Horta,700013,Karl Marx,0003 0003,Divendres,Dv,Laboral,2015,11,Novembre,27,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4588237,98","430069,40"
2015S008198,7,Horta-Guinardó,34,Can Baró,5707,Albert Llanas,0027 0027,Dissabte,Ds,Laboral,2015,10,Octubre,31,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4585526,75","429743,42"
2015S005735,7,Horta-Guinardó,33,el Baix Guinardó,288703,Rosalía de Castro,0048 0048,Divendres,Dv,Laboral,2015,7,Juliol,24,18,Altres,Bicicleta,AFX,CONOR,Negre,Desconegut,Desconegut,"4585011,26","430948,98"
2015S009807,9,Sant Andreu,62,el Congrés i els Indians,75203,Ordi,0016 0016,Dimecres,Dc,Laboral,2015,12,Desembre,23,19,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Taronja,Desconegut,Desconegut,"4586480,75","431492,63"
2015S007822,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,0290 0290,Diumenge,Dg,Laboral,2015,10,Octubre,18,0,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,B,3,"4585457,69","432082,93"
2015S001964,9,Sant Andreu,60,Sant Andreu,168406,Jorba,0054A0054A,Dissabte,Ds,Laboral,2015,3,Març,14,17,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4587690,67","432147,13"
2015S001274,10,Sant Martí,64,el Camp de l'Arpa del Clot,109101,Enamorats,0121 0123,Dijous,Dj,Laboral,2015,2,Febrer,19,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4584524,82","431890,19"
2015S007038,10,Sant Martí,65,el Clot,350308,València,0636 0638,Dissabte,Ds,Laboral,2015,9,Setembre,19,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584944,41","432258,12"
2015S002323,10,Sant Martí,65,el Clot,350308,València,0671 0671,Dijous,Dj,Laboral,2015,3,Març,26,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4585102,37","432385,75"
2015S004218,10,Sant Martí,72,Sant Martí de Provençals,60807,Cantàbria,0029 0029,Dimarts,Dm,Laboral,2015,6,Juny,2,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4585862,62","433330,95"
2015S002976,10,Sant Martí,65,el Clot,209900,Meridiana,0068 0068,Dilluns,Dl,Laboral,2015,4,Abril,20,22,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584227,04","432154,04"
2015S001331,10,Sant Martí,72,Sant Martí de Provençals,15201,Andrade,0090 0090,Divendres,Dv,Laboral,2015,2,Febrer,20,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4585189,16","433104,92"
2015S002721,10,Sant Martí,72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dilluns,Dl,Laboral,2015,4,Abril,13,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4585756,57","433302,68"
2015S006526,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0036 0036,Diumenge,Dg,Laboral,2015,8,Agost,30,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4585237,45","434574,21"
2015S006066,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20670000,Divendres,Dv,Laboral,2015,8,Agost,7,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584691,03","432792,39"
2015S008021,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20700000,Dissabte,Ds,Laboral,2015,10,Octubre,24,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584901,86","433010,80"
2015S003415,10,Sant Martí,68,el Poblenou,186703,Llull,0120 0122,Dimarts,Dm,Laboral,2015,5,Maig,5,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583395,61","433016,56"
2015S005256,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,Garcia Fària,0015X0015X,Dimecres,Dc,Laboral,2015,7,Juliol,8,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583678,43","433982,83"
2015S000665,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0230 0238,Dimarts,Dm,Laboral,2015,1,Gener,27,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584186,79","432465,15"
2015S001979,10,Sant Martí,67,la Vila Olímpica del Poblenou,368008,Wellington,0050 0050,Diumenge,Dg,Laboral,2015,3,Març,15,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582628,22","432234,88"
2015S003354,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0106 0106,Diumenge,Dg,Laboral,2015,5,Maig,3,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583030,82","433025,92"
2015S005580,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),830000,Diumenge,Dg,Laboral,2015,7,Juliol,19,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4582626,29","433185,75"
2015S005173,1,Ciutat Vella,1,el Raval,198804,Paral·lel,0038 0038,Diumenge,Dg,Laboral,2015,7,Juliol,5,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580919,86","430903,90"
2015S009946,1,Ciutat Vella,1,el Raval,277809,Reina Amàlia,0034 0034,Dimarts,Dm,Laboral,2015,12,Desembre,29,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581073,61","430527,36"
2015S006955,1,Ciutat Vella,2,el Barri Gòtic,95302,Cucurulla,0009 0009,Dimecres,Dc,Laboral,2015,9,Setembre,16,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581963,06","431037,29"
2015S005215,1,Ciutat Vella,3,la Barceloneta,354455,Escar,0007 0007,Dilluns,Dl,Laboral,2015,7,Juliol,6,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580965,54","432163,79"
2015S001067,1,Ciutat Vella,3,la Barceloneta,254100,Pescadors,0058 0058,Dimecres,Dc,Laboral,2015,2,Febrer,11,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581153,04","432316,02"
2015S003482,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",276908,Rec,0060 0060,Dijous,Dj,Laboral,2015,5,Maig,7,19,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4581941,13","431868,48"
2015S000517,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0010 0010,Dimecres,Dc,Laboral,2015,1,Gener,21,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4581683,19","431783,99"
2015S000792,2,Eixample,10,Sant Antoni,213908,Mistral,0014 0014,Diumenge,Dg,Laboral,2015,2,Febrer,1,15,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581201,44","429727,86"
2015S006137,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0053 0053,Dimarts,Dm,Laboral,2015,8,Agost,11,8,Transitar a peu per la calçada,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581662,28","429777,79"
2015S005007,2,Eixample,10,Sant Antoni,246000,Parlament,0059 0059,Dilluns,Dl,Laboral,2015,6,Juny,29,16,No és causa del  vianant,Bicicleta,Top Line,BH,Verd,Desconegut,Desconegut,"4581229,66","430186,96"
2015S002310,2,Eixample,10,Sant Antoni,308709,Sant Pau,0067 0067,Dijous,Dj,Laboral,2015,3,Març,26,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581264,60","430165,71"
2015S006187,2,Eixample,10,Sant Antoni,87009,Comte Borrell,0004 0006,Dijous,Dj,Laboral,2015,8,Agost,13,12,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"4581001,61","430272,74"
2015S002964,2,Eixample,10,Sant Antoni,198804,Paral·lel,0136 0136,Dilluns,Dl,Laboral,2015,4,Abril,20,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4580951,81","429844,88"
2015S007745,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0102 0102,Dijous,Dj,Laboral,2015,10,Octubre,15,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4581962,97","429233,95"
2015S005363,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0083 0083,Dissabte,Ds,Laboral,2015,7,Juliol,11,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581379,73","429312,63"
2015S008003,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0007X0007X,Divendres,Dv,Laboral,2015,10,Octubre,23,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581487,38","428697,25"
2015S000511,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0077 0077,Dimecres,Dc,Laboral,2015,1,Gener,21,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581945,38","429694,75"
2015S008275,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0075 0075,Dimarts,Dm,Laboral,2015,11,Novembre,3,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4582142,99","429688,53"
2015S008656,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres,0106 0108,Dimarts,Dm,Laboral,2015,11,Novembre,17,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4583084,97","429211,33"
2015S006630,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0038 0038,Dijous,Dj,Laboral,2015,9,Setembre,3,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581954,40","429903,92"
2015S002643,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0111 0111,Dijous,Dj,Laboral,2015,4,Abril,9,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582528,35","429499,56"
2015S005622,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0343 0343,Dimarts,Dm,Laboral,2015,7,Juliol,21,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583483,77","430418,71"
2015S006768,2,Eixample,7,la Dreta de l'Eixample,350308,València,0287 0287,Dimarts,Dm,Laboral,2015,9,Setembre,8,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583182,73","430425,89"
2015S006687,2,Eixample,7,la Dreta de l'Eixample,350308,València,0287 0287,Dissabte,Ds,Laboral,2015,9,Setembre,5,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583182,73","430425,89"
2015S008306,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0144 0146,Dimecres,Dc,Laboral,2015,11,Novembre,4,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583551,14","430408,55"
2015S009386,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0127 0127,Dijous,Dj,Laboral,2015,12,Desembre,10,19,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Blau,Desconegut,Desconegut,"4582431,83","429406,22"
2015S002018,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació,0323 0323,Dimarts,Dm,Laboral,2015,3,Març,17,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582995,66","430808,39"
2015S005897,2,Eixample,7,la Dreta de l'Eixample,-1,Desconegut,Desconegut,Divendres,Dv,Laboral,2015,7,Juliol,31,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,-1,-1
2015S003636,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0022 0022,Dimarts,Dm,Laboral,2015,5,Maig,12,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4582602,26","430532,64"
2015S000886,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0029 0029,Dimecres,Dc,Laboral,2015,2,Febrer,4,21,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Desconegut,Desconegut,Desconegut,"4583198,42","431165,91"
2015S009371,2,Eixample,7,la Dreta de l'Eixample,28305,Ausiàs Marc,0005 0005,Dijous,Dj,Laboral,2015,12,Desembre,10,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582597,99","431018,94"
2015S006762,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0012 0013,Dimarts,Dm,Laboral,2015,9,Setembre,8,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583074,73","431080,64"
2015S002061,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0336 0336,Dimecres,Dc,Laboral,2015,3,Març,18,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583251,12","430725,63"
2015S003103,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0348 0348,Divendres,Dv,Laboral,2015,4,Abril,24,10,No és causa del  vianant,Bicicleta,Top Line,BH,Blanc,Desconegut,Desconegut,"4582988,23","430641,12"
2015S001031,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0276 0276,Dimarts,Dm,Laboral,2015,2,Febrer,10,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583021,62","429910,73"
2015S006810,2,Eixample,6,la Sagrada Família,238400,Padilla,0174 0174,Dijous,Dj,Laboral,2015,9,Setembre,10,5,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"4583966,92","431681,65"
2015S009059,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0265 0265,Diumenge,Dg,Laboral,2015,11,Novembre,29,10,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582891,50","430313,33"
2015S005415,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0185 0185,Dimarts,Dm,Laboral,2015,7,Juliol,14,0,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583322,45","430030,68"
2015S005697,3,Sants-Montjuïc,11,el Poble Sec,230703,Mare de Déu del Remei,0040B0040B,Divendres,Dv,Laboral,2015,7,Juliol,24,2,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580713,05","429489,88"
2015S003463,2,Eixample,5,el Fort Pienc,209900,Meridiana,0035 0035,Dijous,Dj,Laboral,2015,5,Maig,7,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583246,85","432100,97"
2015S002472,2,Eixample,5,el Fort Pienc,197302,Marina,0210 0210,Dimecres,Dc,Laboral,2015,4,Abril,1,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583790,61","431494,85"
2015S001447,2,Eixample,5,el Fort Pienc,325005,Sicília,0208 0208,Dimecres,Dc,Laboral,2015,2,Febrer,25,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583451,87","431430,36"
